# If units not specified use current design units
Units mils

# Format for pin definition file (comma delineated)
PinNumber,Padstack,x,y,rotation
CE28,C450SM550PM450,4824.4,1760.1,0.0
CE30,C450SM550PM450,4887.2,1760.1,0.0
CE32,C450SM550PM450,4949.9,1760.1,0.0
CE34,C450SM550PM450,5012.6,1760.1,0.0
CE36,C450SM550PM450,5075.4,1760.1,0.0
CE38,C450SM550PM450,5138.1,1760.1,0.0
CE40,C450SM550PM450,5200.9,1760.1,0.0
CE42,C450SM550PM450,5263.6,1760.1,0.0
CE44,C450SM550PM450,5326.3,1760.1,0.0
CE46,C450SM550PM450,5389.1,1760.1,0.0
CE48,C450SM550PM450,5451.8,1760.1,0.0
CE50,C450SM550PM450,5514.5,1760.1,0.0
CE52,C450SM550PM450,5577.3,1760.1,0.0
CE54,C450SM550PM450,5640.0,1760.1,0.0
CE56,C450SM550PM450,5702.7,1760.1,0.0
CE58,C450SM550PM450,5765.5,1760.1,0.0
CE60,C450SM550PM450,5828.2,1760.1,0.0
CE62,C450SM550PM450,5890.9,1760.1,0.0
CE64,C450SM550PM450,5953.7,1760.1,0.0
CE66,C450SM550PM450,6016.4,1760.1,0.0
CE68,C450SM550PM450,6079.2,1760.1,0.0
CF1,C450SM550PM450,3977.5,1742.0,0.0
CF3,C450SM550PM450,4040.2,1742.0,0.0
CF5,C450SM550PM450,4103.0,1742.0,0.0
CF7,C450SM550PM450,4165.7,1742.0,0.0
CF9,C450SM550PM450,4228.4,1742.0,0.0
CF11,C450SM550PM450,4291.2,1742.0,0.0
CF13,C450SM550PM450,4353.9,1742.0,0.0
CF15,C450SM550PM450,4416.6,1742.0,0.0
CF17,C450SM550PM450,4479.4,1742.0,0.0
CF19,C450SM550PM450,4542.1,1742.0,0.0
CF21,C450SM550PM450,4604.9,1742.0,0.0
CF23,C450SM550PM450,4667.6,1742.0,0.0
CF25,C450SM550PM450,4730.3,1742.0,0.0
CF27,C450SM550PM450,4793.1,1742.0,0.0
CF29,C450SM550PM450,4855.8,1742.0,0.0
CF31,C450SM550PM450,4918.5,1742.0,0.0
CF33,C450SM550PM450,4981.3,1742.0,0.0
CF35,C450SM550PM450,5044.0,1742.0,0.0
CF37,C450SM550PM450,5106.7,1742.0,0.0
CF39,C450SM550PM450,5169.5,1742.0,0.0
CF41,C450SM550PM450,5232.2,1742.0,0.0
CF43,C450SM550PM450,5295.0,1742.0,0.0
CF45,C450SM550PM450,5357.7,1742.0,0.0
CF47,C450SM550PM450,5420.4,1742.0,0.0
CF49,C450SM550PM450,5483.2,1742.0,0.0
CF51,C450SM550PM450,5545.9,1742.0,0.0
CF53,C450SM550PM450,5608.6,1742.0,0.0
CF55,C450SM550PM450,5671.4,1742.0,0.0
CF57,C450SM550PM450,5734.1,1742.0,0.0
CF59,C450SM550PM450,5796.8,1742.0,0.0
CF61,C450SM550PM450,5859.6,1742.0,0.0
CF63,C450SM550PM450,5922.3,1742.0,0.0
CF65,C450SM550PM450,5985.1,1742.0,0.0
CF67,C450SM550PM450,6047.8,1742.0,0.0
CF69,C450SM550PM450,6110.5,1742.0,0.0
CG2,C450SM550PM450,4008.9,1723.9,0.0
CG4,C450SM550PM450,4071.6,1723.9,0.0
CG6,C450SM550PM450,4134.3,1723.9,0.0
CG8,C450SM550PM450,4197.1,1723.9,0.0
CG10,C450SM550PM450,4259.8,1723.9,0.0
CG12,C450SM550PM450,4322.5,1723.9,0.0
CG14,C450SM550PM450,4385.3,1723.9,0.0
CG16,C450SM550PM450,4448.0,1723.9,0.0
CG18,C450SM550PM450,4510.8,1723.9,0.0
CG20,C450SM550PM450,4573.5,1723.9,0.0
CG22,C450SM550PM450,4636.2,1723.9,0.0
CG24,C450SM550PM450,4699.0,1723.9,0.0
CG26,C450SM550PM450,4761.7,1723.9,0.0
CG28,C450SM550PM450,4824.4,1723.9,0.0
CG30,C450SM550PM450,4887.2,1723.9,0.0
CG32,C450SM550PM450,4949.9,1723.9,0.0
CG34,C450SM550PM450,5012.6,1723.9,0.0
CG36,C450SM550PM450,5075.4,1723.9,0.0
CG38,C450SM550PM450,5138.1,1723.9,0.0
CG40,C450SM550PM450,5200.9,1723.9,0.0
CG42,C450SM550PM450,5263.6,1723.9,0.0
CG44,C450SM550PM450,5326.3,1723.9,0.0
CG46,C450SM550PM450,5389.1,1723.9,0.0
CG48,C450SM550PM450,5451.8,1723.9,0.0
CG50,C450SM550PM450,5514.5,1723.9,0.0
CG52,C450SM550PM450,5577.3,1723.9,0.0
CG54,C450SM550PM450,5640.0,1723.9,0.0
CG56,C450SM550PM450,5702.7,1723.9,0.0
CG58,C450SM550PM450,5765.5,1723.9,0.0
CG60,C450SM550PM450,5828.2,1723.9,0.0
CG62,C450SM550PM450,5890.9,1723.9,0.0
CG64,C450SM550PM450,5953.7,1723.9,0.0
CG66,C450SM550PM450,6016.4,1723.9,0.0
CG68,C450SM550PM450,6079.2,1723.9,0.0
CH1,C450SM550PM450,3977.5,1705.8,0.0
CH3,C450SM550PM450,4040.2,1705.8,0.0
CH5,C450SM550PM450,4103.0,1705.8,0.0
CH7,C450SM550PM450,4165.7,1705.8,0.0
CH9,C450SM550PM450,4228.4,1705.8,0.0
CH11,C450SM550PM450,4291.2,1705.8,0.0
CH13,C450SM550PM450,4353.9,1705.8,0.0
CH15,C450SM550PM450,4416.6,1705.8,0.0
CH17,C450SM550PM450,4479.4,1705.8,0.0
CH19,C450SM550PM450,4542.1,1705.8,0.0
CH21,C450SM550PM450,4604.9,1705.8,0.0
CH23,C450SM550PM450,4667.6,1705.8,0.0
CH25,C450SM550PM450,4730.3,1705.8,0.0
CH27,C450SM550PM450,4793.1,1705.8,0.0
CH29,C450SM550PM450,4855.8,1705.8,0.0
CH31,C450SM550PM450,4918.5,1705.8,0.0
CH33,C450SM550PM450,4981.3,1705.8,0.0
CH35,C450SM550PM450,5044.0,1705.8,0.0
CH37,C450SM550PM450,5106.7,1705.8,0.0
CH39,C450SM550PM450,5169.5,1705.8,0.0
CH41,C450SM550PM450,5232.2,1705.8,0.0
CH43,C450SM550PM450,5295.0,1705.8,0.0
CH45,C450SM550PM450,5357.7,1705.8,0.0
CH47,C450SM550PM450,5420.4,1705.8,0.0
CH49,C450SM550PM450,5483.2,1705.8,0.0
CH51,C450SM550PM450,5545.9,1705.8,0.0
CH53,C450SM550PM450,5608.6,1705.8,0.0
CH55,C450SM550PM450,5671.4,1705.8,0.0
CH57,C450SM550PM450,5734.1,1705.8,0.0
CH59,C450SM550PM450,5796.8,1705.8,0.0
CH61,C450SM550PM450,5859.6,1705.8,0.0
CH63,C450SM550PM450,5922.3,1705.8,0.0
CH65,C450SM550PM450,5985.1,1705.8,0.0
CH67,C450SM550PM450,6047.8,1705.8,0.0
CH69,C450SM550PM450,6110.5,1705.8,0.0
CJ2,C450SM550PM450,4008.9,1687.7,0.0
CJ4,C450SM550PM450,4071.6,1687.7,0.0
CJ6,C450SM550PM450,4134.3,1687.7,0.0
CJ8,C450SM550PM450,4197.1,1687.7,0.0
CJ10,C450SM550PM450,4259.8,1687.7,0.0
CJ12,C450SM550PM450,4322.5,1687.7,0.0
CJ14,C450SM550PM450,4385.3,1687.7,0.0
CJ16,C450SM550PM450,4448.0,1687.7,0.0
CJ18,C450SM550PM450,4510.8,1687.7,0.0
CJ20,C450SM550PM450,4573.5,1687.7,0.0
CJ22,C450SM550PM450,4636.2,1687.7,0.0
CJ24,C450SM550PM450,4699.0,1687.7,0.0
CJ26,C450SM550PM450,4761.7,1687.7,0.0
CJ28,C450SM550PM450,4824.4,1687.7,0.0
CJ30,C450SM550PM450,4887.2,1687.7,0.0
CJ32,C450SM550PM450,4949.9,1687.7,0.0
CJ34,C450SM550PM450,5012.6,1687.7,0.0
CJ36,C450SM550PM450,5075.4,1687.7,0.0
CJ38,C450SM550PM450,5138.1,1687.7,0.0
CJ40,C450SM550PM450,5200.9,1687.7,0.0
CJ42,C450SM550PM450,5263.6,1687.7,0.0
CJ44,C450SM550PM450,5326.3,1687.7,0.0
CJ46,C450SM550PM450,5389.1,1687.7,0.0
CJ48,C450SM550PM450,5451.8,1687.7,0.0
CJ50,C450SM550PM450,5514.5,1687.7,0.0
CJ52,C450SM550PM450,5577.3,1687.7,0.0
CJ54,C450SM550PM450,5640.0,1687.7,0.0
CJ56,C450SM550PM450,5702.7,1687.7,0.0
CJ58,C450SM550PM450,5765.5,1687.7,0.0
CJ60,C450SM550PM450,5828.2,1687.7,0.0
CJ62,C450SM550PM450,5890.9,1687.7,0.0
CJ64,C450SM550PM450,5953.7,1687.7,0.0
CJ66,C450SM550PM450,6016.4,1687.7,0.0
CJ68,C450SM550PM450,6079.2,1687.7,0.0
CK1,C450SM550PM450,3977.5,1669.6,0.0
CK3,C450SM550PM450,4040.2,1669.6,0.0
CK5,C450SM550PM450,4103.0,1669.6,0.0
CK7,C450SM550PM450,4165.7,1669.6,0.0
CK9,C450SM550PM450,4228.4,1669.6,0.0
CK11,C450SM550PM450,4291.2,1669.6,0.0
CK13,C450SM550PM450,4353.9,1669.6,0.0
CK15,C450SM550PM450,4416.6,1669.6,0.0
CK17,C450SM550PM450,4479.4,1669.6,0.0
CK19,C450SM550PM450,4542.1,1669.6,0.0
CK21,C450SM550PM450,4604.9,1669.6,0.0
CK23,C450SM550PM450,4667.6,1669.6,0.0
CK25,C450SM550PM450,4730.3,1669.6,0.0
CK27,C450SM550PM450,4793.1,1669.6,0.0
CK29,C450SM550PM450,4855.8,1669.6,0.0
CK31,C450SM550PM450,4918.5,1669.6,0.0
CK33,C450SM550PM450,4981.3,1669.6,0.0
CK35,C450SM550PM450,5044.0,1669.6,0.0
CK37,C450SM550PM450,5106.7,1669.6,0.0
CK39,C450SM550PM450,5169.5,1669.6,0.0
CK41,C450SM550PM450,5232.2,1669.6,0.0
CK43,C450SM550PM450,5295.0,1669.6,0.0
CK45,C450SM550PM450,5357.7,1669.6,0.0
CK47,C450SM550PM450,5420.4,1669.6,0.0
CK49,C450SM550PM450,5483.2,1669.6,0.0
CK51,C450SM550PM450,5545.9,1669.6,0.0
CK53,C450SM550PM450,5608.6,1669.6,0.0
CK55,C450SM550PM450,5671.4,1669.6,0.0
CK57,C450SM550PM450,5734.1,1669.6,0.0
CK59,C450SM550PM450,5796.8,1669.6,0.0
CK61,C450SM550PM450,5859.6,1669.6,0.0
CK63,C450SM550PM450,5922.3,1669.6,0.0
CK65,C450SM550PM450,5985.1,1669.6,0.0
CK67,C450SM550PM450,6047.8,1669.6,0.0
CK69,C450SM550PM450,6110.5,1669.6,0.0
CL2,C450SM550PM450,4008.9,1651.5,0.0
CL4,C450SM550PM450,4071.6,1651.5,0.0
CL6,C450SM550PM450,4134.3,1651.5,0.0
CL8,C450SM550PM450,4197.1,1651.5,0.0
CL10,C450SM550PM450,4259.8,1651.5,0.0
CL12,C450SM550PM450,4322.5,1651.5,0.0
CL14,C450SM550PM450,4385.3,1651.5,0.0
CL16,C450SM550PM450,4448.0,1651.5,0.0
CL18,C450SM550PM450,4510.8,1651.5,0.0
CL20,C450SM550PM450,4573.5,1651.5,0.0
CL22,C450SM550PM450,4636.2,1651.5,0.0
CL24,C450SM550PM450,4699.0,1651.5,0.0
CL26,C450SM550PM450,4761.7,1651.5,0.0
CL28,C450SM550PM450,4824.4,1651.5,0.0
CL30,C450SM550PM450,4887.2,1651.5,0.0
CL32,C450SM550PM450,4949.9,1651.5,0.0
CL34,C450SM550PM450,5012.6,1651.5,0.0
CL36,C450SM550PM450,5075.4,1651.5,0.0
CL38,C450SM550PM450,5138.1,1651.5,0.0
CL40,C450SM550PM450,5200.9,1651.5,0.0
CL42,C450SM550PM450,5263.6,1651.5,0.0
CL44,C450SM550PM450,5326.3,1651.5,0.0
CL46,C450SM550PM450,5389.1,1651.5,0.0
CL48,C450SM550PM450,5451.8,1651.5,0.0
CL50,C450SM550PM450,5514.5,1651.5,0.0
CL52,C450SM550PM450,5577.3,1651.5,0.0
CL54,C450SM550PM450,5640.0,1651.5,0.0
CL56,C450SM550PM450,5702.7,1651.5,0.0
CL58,C450SM550PM450,5765.5,1651.5,0.0
CL60,C450SM550PM450,5828.2,1651.5,0.0
CL62,C450SM550PM450,5890.9,1651.5,0.0
CL64,C450SM550PM450,5953.7,1651.5,0.0
CL66,C450SM550PM450,6016.4,1651.5,0.0
CL68,C450SM550PM450,6079.2,1651.5,0.0
CM1,C450SM550PM450,3977.5,1633.4,0.0
CM3,C450SM550PM450,4040.2,1633.4,0.0
CM5,C450SM550PM450,4103.0,1633.4,0.0
CM7,C450SM550PM450,4165.7,1633.4,0.0
CM9,C450SM550PM450,4228.4,1633.4,0.0
CM11,C450SM550PM450,4291.2,1633.4,0.0
CM13,C450SM550PM450,4353.9,1633.4,0.0
CM15,C450SM550PM450,4416.6,1633.4,0.0
CM17,C450SM550PM450,4479.4,1633.4,0.0
CM19,C450SM550PM450,4542.1,1633.4,0.0
CM21,C450SM550PM450,4604.9,1633.4,0.0
CM23,C450SM550PM450,4667.6,1633.4,0.0
CM25,C450SM550PM450,4730.3,1633.4,0.0
CM27,C450SM550PM450,4793.1,1633.4,0.0
CM29,C450SM550PM450,4855.8,1633.4,0.0
CM31,C450SM550PM450,4918.5,1633.4,0.0
CM33,C450SM550PM450,4981.3,1633.4,0.0
CM35,C450SM550PM450,5044.0,1633.4,0.0
CM37,C450SM550PM450,5106.7,1633.4,0.0
CM39,C450SM550PM450,5169.5,1633.4,0.0
CM41,C450SM550PM450,5232.2,1633.4,0.0
CM43,C450SM550PM450,5295.0,1633.4,0.0
CM45,C450SM550PM450,5357.7,1633.4,0.0
CM47,C450SM550PM450,5420.4,1633.4,0.0
CM49,C450SM550PM450,5483.2,1633.4,0.0
CM51,C450SM550PM450,5545.9,1633.4,0.0
CM53,C450SM550PM450,5608.6,1633.4,0.0
CM55,C450SM550PM450,5671.4,1633.4,0.0
CM57,C450SM550PM450,5734.1,1633.4,0.0
CM59,C450SM550PM450,5796.8,1633.4,0.0
CM61,C450SM550PM450,5859.6,1633.4,0.0
CM63,C450SM550PM450,5922.3,1633.4,0.0
CM65,C450SM550PM450,5985.1,1633.4,0.0
CM67,C450SM550PM450,6047.8,1633.4,0.0
CM69,C450SM550PM450,6110.5,1633.4,0.0
CN2,C450SM550PM450,4008.9,1615.2,0.0
CN4,C450SM550PM450,4071.6,1615.2,0.0
CN6,C450SM550PM450,4134.3,1615.2,0.0
CN8,C450SM550PM450,4197.1,1615.2,0.0
CN10,C450SM550PM450,4259.8,1615.2,0.0
CN12,C450SM550PM450,4322.5,1615.2,0.0
CN14,C450SM550PM450,4385.3,1615.2,0.0
CN16,C450SM550PM450,4448.0,1615.2,0.0
CN18,C450SM550PM450,4510.8,1615.2,0.0
CN20,C450SM550PM450,4573.5,1615.2,0.0
CN22,C450SM550PM450,4636.2,1615.2,0.0
CN24,C450SM550PM450,4699.0,1615.2,0.0
CN26,C450SM550PM450,4761.7,1615.2,0.0
CN28,C450SM550PM450,4824.4,1615.2,0.0
CN30,C450SM550PM450,4887.2,1615.2,0.0
CN32,C450SM550PM450,4949.9,1615.2,0.0
CN34,C450SM550PM450,5012.6,1615.2,0.0
CN36,C450SM550PM450,5075.4,1615.2,0.0
CN38,C450SM550PM450,5138.1,1615.2,0.0
CN40,C450SM550PM450,5200.9,1615.2,0.0
CN42,C450SM550PM450,5263.6,1615.2,0.0
CN44,C450SM550PM450,5326.3,1615.2,0.0
CN46,C450SM550PM450,5389.1,1615.2,0.0
CN48,C450SM550PM450,5451.8,1615.2,0.0
CN50,C450SM550PM450,5514.5,1615.2,0.0
CN52,C450SM550PM450,5577.3,1615.2,0.0
CN54,C450SM550PM450,5640.0,1615.2,0.0
CN56,C450SM550PM450,5702.7,1615.2,0.0
CN58,C450SM550PM450,5765.5,1615.2,0.0
CN60,C450SM550PM450,5828.2,1615.2,0.0
CN62,C450SM550PM450,5890.9,1615.2,0.0
CN64,C450SM550PM450,5953.7,1615.2,0.0
CN66,C450SM550PM450,6016.4,1615.2,0.0
CN68,C450SM550PM450,6079.2,1615.2,0.0
CP1,C450SM550PM450,3977.5,1597.1,0.0
CP3,C450SM550PM450,4040.2,1597.1,0.0
CP5,C450SM550PM450,4103.0,1597.1,0.0
CP7,C450SM550PM450,4165.7,1597.1,0.0
CP9,C450SM550PM450,4228.4,1597.1,0.0
CP11,C450SM550PM450,4291.2,1597.1,0.0
CP13,C450SM550PM450,4353.9,1597.1,0.0
CP15,C450SM550PM450,4416.6,1597.1,0.0
CP17,C450SM550PM450,4479.4,1597.1,0.0
CP19,C450SM550PM450,4542.1,1597.1,0.0
CP21,C450SM550PM450,4604.9,1597.1,0.0
CP23,C450SM550PM450,4667.6,1597.1,0.0
CP25,C450SM550PM450,4730.3,1597.1,0.0
CP27,C450SM550PM450,4793.1,1597.1,0.0
CP29,C450SM550PM450,4855.8,1597.1,0.0
CP31,C450SM550PM450,4918.5,1597.1,0.0
CP33,C450SM550PM450,4981.3,1597.1,0.0
CP35,C450SM550PM450,5044.0,1597.1,0.0
CP37,C450SM550PM450,5106.7,1597.1,0.0
CP39,C450SM550PM450,5169.5,1597.1,0.0
CP41,C450SM550PM450,5232.2,1597.1,0.0
CP43,C450SM550PM450,5295.0,1597.1,0.0
CP45,C450SM550PM450,5357.7,1597.1,0.0
CP47,C450SM550PM450,5420.4,1597.1,0.0
CP49,C450SM550PM450,5483.2,1597.1,0.0
CP51,C450SM550PM450,5545.9,1597.1,0.0
CP53,C450SM550PM450,5608.6,1597.1,0.0
CP55,C450SM550PM450,5671.4,1597.1,0.0
CP57,C450SM550PM450,5734.1,1597.1,0.0
CP59,C450SM550PM450,5796.8,1597.1,0.0
CP61,C450SM550PM450,5859.6,1597.1,0.0
CP63,C450SM550PM450,5922.3,1597.1,0.0
CP65,C450SM550PM450,5985.1,1597.1,0.0
CP67,C450SM550PM450,6047.8,1597.1,0.0
CP69,C450SM550PM450,6110.5,1597.1,0.0
CR2,C450SM550PM450,4008.9,1579.0,0.0
CR4,C450SM550PM450,4071.6,1579.0,0.0
CR6,C450SM550PM450,4134.3,1579.0,0.0
CR8,C450SM550PM450,4197.1,1579.0,0.0
CR10,C450SM550PM450,4259.8,1579.0,0.0
CR12,C450SM550PM450,4322.5,1579.0,0.0
CR14,C450SM550PM450,4385.3,1579.0,0.0
CR16,C450SM550PM450,4448.0,1579.0,0.0
CR18,C450SM550PM450,4510.8,1579.0,0.0
CR20,C450SM550PM450,4573.5,1579.0,0.0
CR22,C450SM550PM450,4636.2,1579.0,0.0
CR24,C450SM550PM450,4699.0,1579.0,0.0
CR26,C450SM550PM450,4761.7,1579.0,0.0
CR28,C450SM550PM450,4824.4,1579.0,0.0
CR30,C450SM550PM450,4887.2,1579.0,0.0
CR32,C450SM550PM450,4949.9,1579.0,0.0
CR34,C450SM550PM450,5012.6,1579.0,0.0
CR36,C450SM550PM450,5075.4,1579.0,0.0
CR38,C450SM550PM450,5138.1,1579.0,0.0
CR40,C450SM550PM450,5200.9,1579.0,0.0
CR42,C450SM550PM450,5263.6,1579.0,0.0
CR44,C450SM550PM450,5326.3,1579.0,0.0
CR46,C450SM550PM450,5389.1,1579.0,0.0
CR48,C450SM550PM450,5451.8,1579.0,0.0
CR50,C450SM550PM450,5514.5,1579.0,0.0
CR52,C450SM550PM450,5577.3,1579.0,0.0
CR54,C450SM550PM450,5640.0,1579.0,0.0
CR56,C450SM550PM450,5702.7,1579.0,0.0
CR58,C450SM550PM450,5765.5,1579.0,0.0
CR60,C450SM550PM450,5828.2,1579.0,0.0
CR62,C450SM550PM450,5890.9,1579.0,0.0
CR64,C450SM550PM450,5953.7,1579.0,0.0
CR66,C450SM550PM450,6016.4,1579.0,0.0
CR68,C450SM550PM450,6079.2,1579.0,0.0
CT1,C450SM550PM450,3977.5,1560.9,0.0
CT3,C450SM550PM450,4040.2,1560.9,0.0
CT5,C450SM550PM450,4103.0,1560.9,0.0
CT7,C450SM550PM450,4165.7,1560.9,0.0
CT9,C450SM550PM450,4228.4,1560.9,0.0
CT11,C450SM550PM450,4291.2,1560.9,0.0
CT13,C450SM550PM450,4353.9,1560.9,0.0
CT15,C450SM550PM450,4416.6,1560.9,0.0
CT17,C450SM550PM450,4479.4,1560.9,0.0
CT19,C450SM550PM450,4542.1,1560.9,0.0
CT21,C450SM550PM450,4604.9,1560.9,0.0
CT23,C450SM550PM450,4667.6,1560.9,0.0
CT25,C450SM550PM450,4730.3,1560.9,0.0
CT27,C450SM550PM450,4793.1,1560.9,0.0
CT29,C450SM550PM450,4855.8,1560.9,0.0
CT31,C450SM550PM450,4918.5,1560.9,0.0
CT33,C450SM550PM450,4981.3,1560.9,0.0
CT35,C450SM550PM450,5044.0,1560.9,0.0
CT37,C450SM550PM450,5106.7,1560.9,0.0
CT39,C450SM550PM450,5169.5,1560.9,0.0
CT41,C450SM550PM450,5232.2,1560.9,0.0
CT43,C450SM550PM450,5295.0,1560.9,0.0
CT45,C450SM550PM450,5357.7,1560.9,0.0
CT47,C450SM550PM450,5420.4,1560.9,0.0
CT49,C450SM550PM450,5483.2,1560.9,0.0
CT51,C450SM550PM450,5545.9,1560.9,0.0
CT53,C450SM550PM450,5608.6,1560.9,0.0
CT55,C450SM550PM450,5671.4,1560.9,0.0
CT57,C450SM550PM450,5734.1,1560.9,0.0
CT59,C450SM550PM450,5796.8,1560.9,0.0
CT61,C450SM550PM450,5859.6,1560.9,0.0
CT63,C450SM550PM450,5922.3,1560.9,0.0
CT65,C450SM550PM450,5985.1,1560.9,0.0
CT67,C450SM550PM450,6047.8,1560.9,0.0
CT69,C450SM550PM450,6110.5,1560.9,0.0
CU2,C450SM550PM450,4008.9,1542.8,0.0
CU4,C450SM550PM450,4071.6,1542.8,0.0
CU6,C450SM550PM450,4134.3,1542.8,0.0
CU8,C450SM550PM450,4197.1,1542.8,0.0
CU10,C450SM550PM450,4259.8,1542.8,0.0
CU12,C450SM550PM450,4322.5,1542.8,0.0
CU14,C450SM550PM450,4385.3,1542.8,0.0
CU16,C450SM550PM450,4448.0,1542.8,0.0
CU18,C450SM550PM450,4510.8,1542.8,0.0
CU20,C450SM550PM450,4573.5,1542.8,0.0
CU22,C450SM550PM450,4636.2,1542.8,0.0
CU24,C450SM550PM450,4699.0,1542.8,0.0
CU26,C450SM550PM450,4761.7,1542.8,0.0
CU28,C450SM550PM450,4824.4,1542.8,0.0
CU30,C450SM550PM450,4887.2,1542.8,0.0
CU32,C450SM550PM450,4949.9,1542.8,0.0
CU34,C450SM550PM450,5012.6,1542.8,0.0
CU36,C450SM550PM450,5075.4,1542.8,0.0
CU38,C450SM550PM450,5138.1,1542.8,0.0
CU40,C450SM550PM450,5200.9,1542.8,0.0
CU42,C450SM550PM450,5263.6,1542.8,0.0
CU44,C450SM550PM450,5326.3,1542.8,0.0
CU46,C450SM550PM450,5389.1,1542.8,0.0
CU48,C450SM550PM450,5451.8,1542.8,0.0
CU50,C450SM550PM450,5514.5,1542.8,0.0
CU52,C450SM550PM450,5577.3,1542.8,0.0
CU54,C450SM550PM450,5640.0,1542.8,0.0
CU56,C450SM550PM450,5702.7,1542.8,0.0
CU58,C450SM550PM450,5765.5,1542.8,0.0
CU60,C450SM550PM450,5828.2,1542.8,0.0
CU62,C450SM550PM450,5890.9,1542.8,0.0
CU64,C450SM550PM450,5953.7,1542.8,0.0
CU66,C450SM550PM450,6016.4,1542.8,0.0
CU68,C450SM550PM450,6079.2,1542.8,0.0
CV1,C450SM550PM450,3977.5,1524.7,0.0
CV3,C450SM550PM450,4040.2,1524.7,0.0
CV5,C450SM550PM450,4103.0,1524.7,0.0
CV7,C450SM550PM450,4165.7,1524.7,0.0
CV9,C450SM550PM450,4228.4,1524.7,0.0
CV11,C450SM550PM450,4291.2,1524.7,0.0
CV13,C450SM550PM450,4353.9,1524.7,0.0
CV15,C450SM550PM450,4416.6,1524.7,0.0
CV17,C450SM550PM450,4479.4,1524.7,0.0
CV19,C450SM550PM450,4542.1,1524.7,0.0
CV21,C450SM550PM450,4604.9,1524.7,0.0
CV23,C450SM550PM450,4667.6,1524.7,0.0
CV25,C450SM550PM450,4730.3,1524.7,0.0
CV27,C450SM550PM450,4793.1,1524.7,0.0
CV29,C450SM550PM450,4855.8,1524.7,0.0
CV31,C450SM550PM450,4918.5,1524.7,0.0
CV33,C450SM550PM450,4981.3,1524.7,0.0
CV35,C450SM550PM450,5044.0,1524.7,0.0
CV37,C450SM550PM450,5106.7,1524.7,0.0
CV39,C450SM550PM450,5169.5,1524.7,0.0
CV41,C450SM550PM450,5232.2,1524.7,0.0
CV43,C450SM550PM450,5295.0,1524.7,0.0
CV45,C450SM550PM450,5357.7,1524.7,0.0
CV47,C450SM550PM450,5420.4,1524.7,0.0
CV49,C450SM550PM450,5483.2,1524.7,0.0
CV51,C450SM550PM450,5545.9,1524.7,0.0
CV53,C450SM550PM450,5608.6,1524.7,0.0
CV55,C450SM550PM450,5671.4,1524.7,0.0
CV57,C450SM550PM450,5734.1,1524.7,0.0
CV59,C450SM550PM450,5796.8,1524.7,0.0
CV61,C450SM550PM450,5859.6,1524.7,0.0
CV63,C450SM550PM450,5922.3,1524.7,0.0
CV65,C450SM550PM450,5985.1,1524.7,0.0
CV67,C450SM550PM450,6047.8,1524.7,0.0
CV69,C450SM550PM450,6110.5,1524.7,0.0
CW2,C450SM550PM450,4008.9,1506.6,0.0
CW4,C450SM550PM450,4071.6,1506.6,0.0
CW6,C450SM550PM450,4134.3,1506.6,0.0
CW8,C450SM550PM450,4197.1,1506.6,0.0
CW10,C450SM550PM450,4259.8,1506.6,0.0
CW12,C450SM550PM450,4322.5,1506.6,0.0
CW14,C450SM550PM450,4385.3,1506.6,0.0
CW16,C450SM550PM450,4448.0,1506.6,0.0
CW18,C450SM550PM450,4510.8,1506.6,0.0
CW20,C450SM550PM450,4573.5,1506.6,0.0
CW22,C450SM550PM450,4636.2,1506.6,0.0
CW24,C450SM550PM450,4699.0,1506.6,0.0
CW26,C450SM550PM450,4761.7,1506.6,0.0
CW28,C450SM550PM450,4824.4,1506.6,0.0
CW30,C450SM550PM450,4887.2,1506.6,0.0
CW32,C450SM550PM450,4949.9,1506.6,0.0
CW34,C450SM550PM450,5012.6,1506.6,0.0
CW36,C450SM550PM450,5075.4,1506.6,0.0
CW38,C450SM550PM450,5138.1,1506.6,0.0
CW40,C450SM550PM450,5200.9,1506.6,0.0
CW42,C450SM550PM450,5263.6,1506.6,0.0
CW44,C450SM550PM450,5326.3,1506.6,0.0
CW46,C450SM550PM450,5389.1,1506.6,0.0
CW48,C450SM550PM450,5451.8,1506.6,0.0
CW50,C450SM550PM450,5514.5,1506.6,0.0
CW52,C450SM550PM450,5577.3,1506.6,0.0
CW54,C450SM550PM450,5640.0,1506.6,0.0
CW56,C450SM550PM450,5702.7,1506.6,0.0
CW58,C450SM550PM450,5765.5,1506.6,0.0
CW60,C450SM550PM450,5828.2,1506.6,0.0
CW62,C450SM550PM450,5890.9,1506.6,0.0
CW64,C450SM550PM450,5953.7,1506.6,0.0
CW66,C450SM550PM450,6016.4,1506.6,0.0
CW68,C450SM550PM450,6079.2,1506.6,0.0
CY1,C450SM550PM450,3977.5,1488.5,0.0
CY3,C450SM550PM450,4040.2,1488.5,0.0
CY5,C450SM550PM450,4103.0,1488.5,0.0
CY7,C450SM550PM450,4165.7,1488.5,0.0
CY9,C450SM550PM450,4228.4,1488.5,0.0
CY11,C450SM550PM450,4291.2,1488.5,0.0
CY13,C450SM550PM450,4353.9,1488.5,0.0
CY15,C450SM550PM450,4416.6,1488.5,0.0
CY17,C450SM550PM450,4479.4,1488.5,0.0
CY19,C450SM550PM450,4542.1,1488.5,0.0
CY21,C450SM550PM450,4604.9,1488.5,0.0
